Ticker,Description,Price,Change %,Change,Technical Rating,Volume,Volume*Price,Market Capitalization,Price to Earnings Ratio (TTM),Basic EPS (TTM),Number of Employees,Sector,Industry,1-Month High,1-Month Low,1-Year Beta,3-Month High,3-Month Low,3-Month Performance,5Y Performance,6-Month High,6-Month Low,6-Month Performance,52 Week High,52 Week Low,All Time High,All Time Low,Average Volume (10 day),Average Volume (30 day),Average Volume (60 day),Average Volume (90 day),Cash and short term investments (FY),Cash and short term investments (MRQ),Cash & Equivalents (FY),Cash & Equivalents (MRQ),"Change 1M, %","Change 1W, %",Country,Debt to Equity Ratio (MRQ),Current Ratio (MRQ),Dividends per share (Annual YoY Growth),Dividends per Share (FY),Dividends per Share (MRQ),Dividend Yield Forward,EBITDA (Annual YoY Growth),EBITDA (Quarterly QoQ Growth),EBITDA (Quarterly YoY Growth),EBITDA (TTM),EBITDA (TTM YoY Growth),Enterprise Value/EBITDA (TTM),Enterprise Value (MRQ),EPS Diluted (Annual YoY Growth),EPS Diluted (FY),EPS Diluted (MRQ),EPS Diluted (Quarterly QoQ Growth),EPS Diluted (Quarterly YoY Growth),EPS Diluted (TTM),EPS Diluted (TTM YoY Growth),EPS Forecast (MRQ),Exponential Moving Average (5),Exponential Moving Average (20),Exponential Moving Average (30),Exponential Moving Average (100),Free Cash Flow (Annual YoY Growth),Free Cash Flow Margin (FY),Free Cash Flow Margin (TTM),Free Cash Flow (Quarterly QoQ Growth),Free Cash Flow (Quarterly YoY Growth),Free Cash Flow (TTM YoY Growth),Gross Margin (FY),Gross Margin (TTM),Gross Profit (Annual YoY Growth),Gross Profit (FY),Gross Profit (MRQ),Gross Profit (Quarterly QoQ Growth),Gross Profit (Quarterly YoY Growth),Gross Profit (TTM YoY Growth),Money Flow (14),Net Debt (MRQ),Net Income (Annual YoY Growth),Net Income (FY),Net Income (Quarterly QoQ Growth),Net Income (Quarterly YoY Growth),Net Income (TTM YoY Growth),Net Margin (FY),Net Margin (TTM),Operating Margin (FY),Operating Margin (TTM),Price to Book (FY),Price to Book (MRQ),Price to Free Cash Flow (TTM),Price to Revenue Ratio (TTM),Price to Sales (FY),Quick Ratio (MRQ),Recent Earnings Date,Relative Strength Index (7),Relative Strength Index (14),Research & development Ratio (FY),Research & development Ratio (TTM),Return on Assets (TTM),Return on Equity (TTM),Return on Invested Capital (TTM),Revenue (Annual YoY Growth),Revenue per Employee (FY),Revenue (Quarterly QoQ Growth),Revenue (Quarterly YoY Growth),Revenue (TTM YoY Growth),Shares Float,Simple Moving Average (5),Simple Moving Average (10),Simple Moving Average (30),Simple Moving Average (100),Total Assets (Annual YoY Growth),Total Assets (MRQ),Total Assets (Quarterly QoQ Growth),Total Assets (Quarterly YoY Growth),Total Debt (Annual YoY Growth),Total Current Assets (MRQ),Total Debt (MRQ),Total Debt (Quarterly QoQ Growth),Total Debt (Quarterly YoY Growth),Total Liabilities (FY),Total Liabilities (MRQ),Total Revenue (FY),Total Shares Outstanding,Upcoming Earnings Date,Volatility,Volatility Month,Volatility Week,Volume Weighted Average Price,Volume Weighted Moving Average (20),YTD Performance,Weekly Performance,Yearly Performance,Simple Moving Average (20),Simple Moving Average (50),Simple Moving Average (200),Pretax Margin (TTM),Dividends Paid (FY),Exponential Moving Average (50),Exponential Moving Average (10),Basic EPS (FY)
BKNG,Booking Holdings Inc. Common Stock,2728.83,3.48589827,91.92,Strong Buy,401083,1094487322.8899999,100785657663,26.75903308,102.3917,21600,Consumer Services,Other Consumer Services,2743.07,2579.365,1.5019467,2786.85,2456.93,5.69445467,30.26374203,2786.85,2214.65,22.73506196,2786.85,1616.85,2786.85,6.3,282254.4,341867.9,323190.61666667,323799.42222222,12426000000,14531000000,12251000000,14172000000,1.05542656,3.48589827,United States,11.79236499,1.59277326,,0,0,,69.85203453,-51.77304965,70,5898000000,57.23806985,16.771729,98880500000,171.07398992,76.3507,11.6,-78.04994248,140.93919713,101.9779,724.7302871,28.748786,2680.7699623,2661.01049288,2653.81713608,2560.20168902,145.86645469,36.1966062,40.72525175,33.50810296,76.60781841,69.20438957,96.44821533,96.59935069,59.11767545,16483000000,3617000000,-6.92228513,42.12180747,47.26113581,51.79724686,-1866000000,162.48927039,3058000000,-78.46153846,138,673.84615385,17.89350497,22.14273923,28.68929198,29.05409123,37.13932866,94.54917262,14.00474934,5.70346943,6.39526619,1.59277326,2023-05-04,62.91067792,57.87405541,,,16.91111578,147.75105563,30.90392443,55.95911663,791203.7037037,-6.69301062,40.18552876,45.24456522,36624934.268,2678.644,2673.205,2637.81733333,2601.6698,7.27549596,25206000000,-0.61117464,12.60721944,15.71803853,17632000000,12665000000,-4.16193719,25.18533162,22579000000,24132000000,17090000000,36933700,2023-08-03,3.66211604,1.93314237,2.09444778,2699.77,2653.35219747,33.84293933,1.30415414,54.72540059,2653.1165,2647.7692,2306.0419,27.92604413,0,2636.85086998,2672.22983659,76.6954
MDLZ,"Mondelez International, Inc.",72.1,0.13888889,0.1,Sell,5702987,411185362.7,98189636398.99998,25.18161498,2.8779,91000,Consumer Non-Durables,Food: Specialty/Candy,74.41,71.895,0.5264907,78.59,69.675,2.32756174,70.08728474,78.59,63.26,6.70415865,78.59,54.72,78.59,13.615567,6316565.5,6551761.96666667,6027324.71666667,6160446.73333333,1948000000,1939000000,1948000000,1939000000,-1.15163148,0.13888889,United States,0.80452033,0.68377314,10.52631579,1.47,0.385,2.1359224,-13.46458077,79.04135338,39.97060985,5517000000,0.07255578,21.57089657,116543000000,-35.53824921,1.9617,0.89,257.47641509,147.82537606,2.8632,-3.92591101,0.688364,72.51521572,73.13676534,73.34426364,71.69694954,-5.47858942,9.53136906,8.93063408,-18.69918699,-6.63900415,-14.61784365,34.62661925,35.23618457,2.35570155,10906000000,3407000000,12.47936613,25.21131937,9.44108761,34.1893949,20771000000,-36.81395349,2717000000,256.94682676,143.39181287,-5.9847401,8.62649225,11.98553104,12.11582423,13.31995866,3.66330889,3.47952989,33.69411164,3.00909782,3.17051372,0.48804706,2023-04-27,36.20503165,40.63095221,1.0985522,,5.60164796,13.98499707,8.36222894,9.66573816,346109.89010989,5.41690627,18.05770222,12.48717773,1359443611.0500002,72.742,72.931,73.26766667,71.4287,6.06480653,72786000000,2.28355419,7.04768068,17.21518987,12671000000,22710000000,-3.82416466,12.35899466,44241000000,44512000000,31496000000,1361850000,2023-07-25,1.40258297,1.12664729,1.22113543,72.37333333,73.075367,8.42105263,-0.92070908,15.60044893,73.0605,74.7894,67.4903,15.09818226,-1985000000,73.20133101,72.79015586,1.9717
ADI,"Analog Devices, Inc.",191.05,3.09751228,5.74,Strong Buy,3367245,643312157.25,96643123301,27.0735613,7.1094,24450,Electronic Technology,Semiconductors,196.5499,183.23,1.1480628,196.5499,161.925,-0.60867756,96.10962841,198.245,161.045,13.91008824,198.245,133.48,198.245,0.03846,3150418.3,4040034.36666667,3471287,3422701.81111111,1470572000,1177609000,1016027000,1177609000,-1.93008572,3.09751228,United States,0.18693143,1.79068927,10.40892193,2.97,0.86,1.8005757,94.88866358,1.16915329,12.1959103,6731151000,63.36147217,15.18236559,97061100000,51.62342348,5.2536,2.83,2.17449094,29.11851653,7.0567,100.1673569,2.522026,189.1628573,188.06701218,187.14936609,182.9904735,57.90353154,31.43090372,30.73137575,-35.19124137,-27.72232437,23.52374611,54.1905566,57.72965767,63.1325198,6510428000,1892867000,1.21525661,11.79512591,52.52716171,51.51328119,5551672000,97.67818691,2748561000,1.68304083,24.81676248,120.68045262,22.87807352,28.16081639,29.37089899,34.26744788,2.66831547,2.66109812,24.57334674,7.55172752,8.31975595,1.16790747,2023-05-24,56.29772574,55.36242175,14.2014456,13.13723781,7.2247804,9.91632886,8.44565967,64.16348036,491368.2208589,0.40927736,9.78666677,31.93694413,503643434.096,189.376,189.979,185.23033333,185.8801,-3.86017021,49530176000,-1.40211154,-2.50090491,-2.51046854,4738898000,6729281000,2.84309785,7.6131398,13837027000,13531515000,12013953000,505853000,2023-08-23,3.11137428,1.94548202,2.1022953,189.30333333,188.72972103,15.38926134,-1.51051577,29.61329715,188.883,184.4958,172.6109,31.52522005,-1544552000,186.01089061,189.14723115,5.2936
TJX,"TJX Companies, Inc. (The)",83.57,1.05199516,0.87,Strong Buy,3807036,318153998.52,96041863216,25.75505424,3.2797,329000,Retail Trade,Apparel/Footwear Retail,85.225,79.34,0.76052123,85.225,75.65,6.14759304,74.10416667,85.225,72.92,0.78388808,85.225,57.76,85.225,0.012207,4077297.2,4914855.36666667,4823100.6,4773872.75555556,5477000000,5025000000,5477000000,5025000000,-1.43884892,1.05199516,United States,1.99875428,1.19565217,13.46153846,1.18,0.3325,1.5914803,1.87461625,-13.95169063,12.74517267,5825903000,1.30410779,17.8260543,99636300000,9.9533437,2.9694,0.76,-13.71841155,54.81781377,3.2448,17.5822583,0.757774,83.48861855,82.16082844,81.36552777,78.933425,22.70322488,5.2627363,7.86681681,-85.58496763,140.74177545,119.3418817,27.37504005,27.80815361,-0.68215449,13670000000,3419000000,-10.78988395,10.34268196,-0.27224102,47.97436344,7811000000,6.55489268,3498000000,-14.16184971,51.66654468,13.93099901,7.00496636,7.55510373,9.47412688,9.79185723,15.17283451,14.96736802,24.5981911,1.93509463,1.97143263,0.58420353,2023-05-17,57.54095469,60.3304416,0,0,13.48141537,63.26049475,22.44059058,2.85482701,151781.1550152,-18.84986226,3.30098504,0.88730864,1147331112.36,83.73,83.436,80.56233333,78.3951,-0.39512382,28681000000,1.17111715,3.50450871,1.89500401,12595000000,12836000000,0.72190835,1.00281251,21985000000,22259000000,49936000000,1149240000,2023-08-16,1.71428571,1.24564526,1.31683489,83.16,81.95755864,4.81625486,-0.99514276,40.73762209,82.111,79.6872,76.6622,9.92163267,-1339000000,80.36241557,83.16947385,3
GILD,"Gilead Sciences, Inc.",75.69,1.7065305,1.27,Sell,5554910,420451137.9,94412135206,17.1046982,4.4555,17000,Health Technology,Biotechnology,79.53,74.33,0.53749025,87.37,74.33,-8.32122093,0.31809145,87.82,74.33,-13.11983471,89.74,59.27,123.37,0.207031,5288963.9,5968550.36666667,5609529.88333333,5545489.93333333,6858000000,6266000000,5412000000,4936000000,-1.79057999,1.7065305,United States,1.20202886,1.2781155,2.81690141,2.92,0.75,3.9635353,4.97102277,-15.21212121,-17.94721408,12669000000,-0.22052453,8.94523129,123540000000,-26.23160199,3.6387,1.37,-38.26589595,5204.63576159,4.4251,23.61995754,1.698166,75.8385958,76.82514306,77.28442803,79.06342711,-22.77649236,30.80671959,31.24231701,-31.43336127,2.69930948,-15.73394956,79.11390068,80.60718942,3.16306389,21428000000,4927000000,-22.28706625,-4.218507,1.38212144,35.57169822,18973000000,-26.23293173,4592000000,-38.35365854,5221.05263158,23.67663344,16.9540336,20.80089402,39.7157098,38.93089961,4.44375819,4.49879105,11.38012281,3.55541404,3.52670408,1.12841945,2023-04-27,42.50501102,42.64166471,18.45301828,19.66846713,8.93754602,27.28961001,12.53943838,-1.04851673,1593235.29411765,-13.40996169,-3.65408039,-2.3534119,1246375819.65,76.061,76.2135,77.12616667,79.9455,-7.03584883,61876000000,-2.04999129,-1.90868738,-7.53161078,13456000000,25239000000,0.03567182,-3.69734432,41962000000,40937000000,27085000000,1247350000,2023-08-01,1.96104768,1.5796586,1.84990286,75.34,77.28756286,-11.03667137,-0.74093502,20.98785166,77.16375,78.0062,79.76505,27.06649283,-3709000000,78.10551191,76.27312834,3.659
ADP,"Automatic Data Processing, Inc.",224.26,2.52354393,5.52,Buy,1788296,401043260.96,92646903784,28.64807552,7.8666,60000,Technology Services,Data Processing Services,225.725,212.82,0.93077147,225.725,201.46,4.62816087,66.9594997,246.67,201.46,-7.31525872,274.92,201.46,274.92,0.255484,1484813.2,1848355.36666667,1683076.76666667,1832805.63333333,1483300000,1854700000,1436300000,1828400000,2.0337595,2.52354393,United States,0.92457632,0.99965267,9.45945946,4.05,1.25,2.2295551,12.59353897,23.05551007,14.53173817,4839200000,15.85348336,19.4675574,94063300000,15.37118192,7.0028,2.52,28.50634726,13.61270761,7.8281,15.60021856,1.832859,220.94271208,218.51471752,217.8263984,219.71324801,0.35681202,17.72970548,21.1855962,59.27058824,47.15217391,39.65588027,46.8569489,48.3824029,10.84886722,7730600000,2491000000,17.51662971,14.7133318,13.90847652,49.5308961,1560500000,13.48470271,2948900000,28.28680359,12.34248788,13.94324853,17.87396277,18.46110293,23.05207203,24.3449213,28.9320704,25.10463998,24.90246138,5.27573491,5.72397677,0.99965267,2023-04-26,67.85119129,61.63488592,4.84049872,4.72992866,4.94217881,82.68604106,44.85346209,9.949085,274971.66666667,12.22500569,9.19122535,9.65010306,411036315.727,220.616,218.609,216.95233333,217.16085,29.31098467,59881800000,9.96969864,-16.90942317,4.18697772,51518200000,3415200000,-0.08484246,-0.67762106,59842900000,56188000000,16498300000,413123000,2023-07-26,3.18640588,1.6481977,1.875432,223.06583333,218.83405743,-6.86490303,2.76784896,4.25848443,218.6805,216.2306,228.794575,23.98029668,-1659000000,217.48847312,219.70250911,7.0413
MMC,"Marsh & McLennan Companies, Inc.",184.91,0.50002718,0.92,Buy,1057232,195492769.12,91478925530,28.90709272,6.461,85000,Finance,Insurance Brokers/Services,189.02,176.3,0.84768516,189.02,169.43,9.90193165,118.93203883,189.02,151.86,8.00186905,189.02,146.82,189.02,1.27084,1361931.5,1735018.1,1727968.61666667,1704349.95555556,1442000000,1006000000,1442000000,1006000000,-1.685453,0.50002718,United States,1.36775313,,11.352657,2.305,0.59,1.2762965,8.26274849,31.48028442,9.17874396,6332000000,6.33081444,16.69250245,97493000000,-1.42164624,6.0396,2.53,165.56284271,17.3898579,6.3967,1.20079737,2.114357,185.01572897,182.89346991,181.54461756,175.46098871,-4.07632264,16.09898108,15.34592389,-155.75101488,-11.35135135,3.85356455,,,,,,,,,70.0964374,13975000000,-2.95895641,3050000000,165.02145923,15.31279178,-0.52615289,14.79864144,15.25102021,24.93934983,24.78883933,8.6968464,8.35336104,28.58843537,4.38715953,4.53078845,,2023-04-20,56.10394925,59.56395294,,,9.44655086,29.36500685,13.72419241,4.08039592,242470.58823529,25.75976845,8.27696689,3.68001574,493550490.114,185.204,184.991,180.06966667,172.6443,-2.71606374,34358000000,2.70221797,1.98883876,2.35526516,,14981000000,11.2010095,7.73822366,22705000000,23162000000,20610000000,494721000,2023-07-20,1.63435956,1.18205614,1.12512295,185.36,182.47958298,11.18393362,-0.97997215,18.35754977,182.625,179.7168,168.819,20.50868369,-1138000000,179.34348997,184.52357363,6.1122
CVS,CVS Health Corporation,69.36,0.27468556,0.19,Sell,8087135,560923683.6,88921273409,22.8458498,3.0719,300000,Retail Trade,Drugstore Chains,72.83,66.64,0.269758,77.19,66.34,-9.26216641,2.87748443,90.62,66.34,-24.24639581,107.26,66.34,113.65,0.296875,7963714.7,8954208,8672234.43333333,8605389.15555556,15867000000,17827000000,13089000000,14725000000,0.3327065,0.27468556,United States,1.07139055,0.9154209,10,2.255,0.605,3.4890428,6.16452442,2.67912773,7.8063672,20350000000,5.22777807,7.2614385,154783000000,-47.31005746,3.136,2.2,-5.20254398,-4.96840896,3.036,-49.57313225,2.148232,69.336114,69.37571175,69.61561116,74.51588107,-14.57605589,4.16683448,5.25166757,344.46969697,156.92675159,7.39780165,16.91951659,16.4733627,5.28608883,54614000000,13480000000,-2.67148014,0.85291037,3.35126738,67.06511885,58651000000,-47.54740834,4149000000,-7.21112076,-7.61245675,-50.33129141,1.28536775,1.19968234,5.08136945,4.87874844,1.26970366,1.24277044,5.14856026,0.27038527,0.28428431,0.67208943,2023-05-03,50.86282353,49.07816332,,,1.68275085,5.47199956,2.75824244,10.56810591,1075956.66666667,1.788205,11.13815635,10.49677856,1278092885.87,69.486,69.199,69.389,73.8906,-1.75928082,239330000000,1.29727213,2.77275597,-6.93035435,68706000000,76478000000,8.12362156,0.74161892,164950000000,167750000000,322787000000,1282030000,2023-08-02,1.20087336,1.77119689,1.47696613,69.195,68.95227098,-24.37854339,0.34722222,-25.96071734,69.3915,69.6626,84.102,1.67919292,-2907000000,70.6299223,69.2999282,3.1624
C,"Citigroup, Inc.",45.67,-0.15303892,-0.07,Sell,14307630,653429462.1,88908152560,6.37288419,7.2123,240000,Finance,Major Banks,49.42,45.11,1.1236002,50.45,43.71,-2.14270409,-32.34074074,53.23,42.01,-5.26861647,54.56,40.005,570,9.7,13950073.2,14425958.9,15104609.73333333,17695728.15555555,,,,,-0.803649,-0.15303892,United States,2.78730166,1.51452467,0,2.04,0.51,4.4668274,,,,,,,650818000000,-31.03835803,6.9954,2.19,89.56333766,8.69651445,7.1663,-15.5216315,1.350831,45.90679995,46.45579647,46.54578976,47.03528002,-3.30536913,17.01790478,23.24569417,660.5508303,132.54489164,43.14497571,,,,,,,,,43.30848295,537752000000,-32.41581796,14732000000,83.6882282,6.79747722,-17.4686882,14.72837696,12.6675414,18.99835619,18.77128004,0.4855383,0.47278999,3.20450297,0.74490896,0.88302916,,2023-04-14,37.04660488,42.36277898,,,0.62913237,7.51421168,3.225728,26.72038518,423304.16666667,21.16327057,74.93715669,50.77693608,1942253007.5,46.066,46.153,46.607,47.2341,5.48327931,2455113000000,1.35227853,2.54825916,9.9544218,1172180000000,580581000000,10.75097955,18.07818716,2220518000000,2246094000000,101593000000,1946750000,2023-07-14,1.866491,1.73682981,2.20934184,45.86666667,47.00619803,-0.17486339,-0.88975694,-3.36436733,46.9815,46.3976,46.93925,16.37961102,-5003000000,46.68205685,46.18417537,7.0376
VRTX,Vertex Pharmaceuticals Incorporated,344.46,1.85699923,6.28,Buy,1008993,347557728.78,88716223735,27.44023389,12.7013,4800,Health Technology,Pharmaceuticals: Major,354.94,331.87,0.42271534,354.94,316.43,6.2590616,97.54544933,354.94,283.6,18.83258012,354.94,271.61,354.94,3.25,1092241.7,1421246.8,1256046.76666667,1190999.73333333,10786500000,10419800000,10512000000,9295600000,-2.11701856,1.85699923,United States,0.0546829,4.28448219,,0,0,,44.09800314,-24.2172585,-24.33282501,3986500000,30.39287292,19.8383604,72382100000,42.27709038,12.8213,3.05,-14.54545455,-9.02199662,12.5531,32.30083366,3.833009,344.48371355,344.08799923,342.359746,329.00068247,62.97280465,44.8686587,43.11361319,-17.89816233,-3.89872283,58.72892825,87.65117396,87.79422847,14.44285245,7667900000,2085900000,6.03395689,13.88403582,13.44441307,50.66323698,-9630600000,41.83852099,3322000000,-14.54390035,-8.17478021,32.99187451,37.97352598,36.12416331,46.64273793,42.50299215,6.36326707,6.14606239,23.04722856,9.93649297,10.20205139,4.10765977,2023-05-01,48.56440421,51.74006777,30.20964313,34.54275455,19.61884184,25.72841397,24.14503167,15.04129188,1822541.66666667,4.54565652,13.25695581,13.63281474,256697442.464,344.858,346.973,339.885,324.1466,35.12674484,18974200000,4.53586324,33.09530657,-6.99813934,12965700000,789200000,-12.28187174,-9.54727794,4238200000,4541900000,8748200000,257552000.00000003,2023-08-01,2.51017639,1.81466795,2.04615317,343.39,345.48148011,19.35137383,-1.23577143,18.22487644,345.28,341.3796,313.48425,46.20218095,0,338.42252227,345.31629975,12.9715
LRCX,Lam Research Corporation,627.64,1.58123877,9.77,Buy,1288193,808521454.52,84317454156.99998,17.47531727,36.0065,17700,Producer Manufacturing,Industrial Machinery,651.01,598.42,1.8465093,651.01,482.744,22.99431707,257.16155466,651.01,453.4,40.19209292,651.01,299.592,731.8492,0.666663,1139186,1338462.03333333,1335692.93333333,1310501.87777778,3657732000,5369497000,3522001000,5305648000,-2.36754503,1.58123877,United States,0.59535459,3.09142309,15.38461538,6,1.725,1.0993563,18.89415322,-35.36137782,-10.16097506,6235550000,13.01164978,13.46366145,67612300000,21.76014575,32.748,6.99,-44.18252716,-17.5905365,35.9158,12.28600013,5.117913,627.40845414,623.04929502,613.92484325,558.60917354,-21.16124798,14.86231332,20.97566967,64.5133286,162.43194163,10.78674934,45.61848569,44.97443455,15.25385548,7838160000,1672332000,-29.62599349,-7.60566057,10.58825034,56.79234831,-364120000,17.82871915,4605286000,-44.56900784,-20.33416261,8.28712297,26.8029963,26.10253562,31.14087187,31.29011232,13.69321175,10.05521364,21.50556834,4.51093698,5.13699513,1.99221719,2023-04-19,50.10148129,54.38155181,9.3367459,9.21708392,27.44627264,68.135923,40.2540741,17.48137232,970733.44632768,-26.6789501,-4.45586493,12.76864965,133499837.64000002,629.216,634.097,622.223,545.06185,8.20203582,19243361000,0.19254018,16.00051263,1.1456279,13730027000,5005377000,0.04185252,-0.05928105,10917266000,10835973000,17181982000,134340000,2023-07-26,2.05310881,2.29010235,2.16888519,625.17333333,624.95647632,46.05789817,-2.36754503,53.38970624,625.651,590.6741,489.517875,29.75023445,-815290000,594.75703468,628.47617202,32.9186
CI,The Cigna Group,278.34,0.44024249,1.22,Buy,994689,276861736.26,82353073439,12.69318643,22.2193,71300,Health Services,Managed Health Care,282.37,255.5,0.21749206,282.37,240.5,4.95870885,61.32846461,318.2,240.5,-8.27483935,340.11,240.5,340.11,2.99994,1175510.1,1653927.36666667,1695688.91666667,1775673.77777778,,,5924000000,7935000000,-0.80541696,0.44024249,United States,0.73124803,0.71605518,12,4.48,1.23,1.7676224,,,,,,,109039000000,35.36387729,21.2991,5.41,10.70906051,15.08378371,21.9283,36.01054427,6.041853,278.38877225,273.62332062,270.68395301,271.56849331,21.93142289,4.0889674,5.60132607,163.39794755,165.21239954,47.79157044,,,,,,,,,70.36864388,24607000000,24.28704567,6668000000,8.38323353,7.10059172,25.33877854,3.70401231,3.69373509,4.47058954,4.43554564,1.85268042,1.8532233,8.12807712,0.4552801,0.48404637,,2023-05-05,60.24446898,62.0260987,,,4.65073029,14.90688715,8.9351763,3.29768066,2524838.70967742,1.55187865,6.35214943,3.28157841,290519083.776,279.108,278.034,267.51633333,267.4385,-7.36041954,142690000000,1.98844955,-3.37434738,-8.00894725,32027000000,32542000000,2.76312881,-3.57068776,94957000000,98094000000,180021000000,295872000,2023-08-03,1.86844683,1.7109582,1.46056528,278.25,272.8194944,-14.97434018,-0.21867718,0.9905301,274.0805,262.7576,288.9093,4.59802184,-1384000000,268.34970912,277.29018491,21.5412
HCA,"HCA Healthcare, Inc.",295.74,1.458026,4.25,Buy,737426,218086365.24,81384634482.99998,14.82435738,20.3385,294000,Health Services,Hospital/Nursing Management,304.86,271.71,1.216913,304.86,259.181,8.35348428,181.09495295,304.86,240,17.71214775,304.86,164.47,304.86,17.03,1025258.4,1207756.5,1298465.6,1251724.95555556,1000000000,938000000,908000000,842000000,-2.55041518,1.458026,United States,,1.2278745,16.66666667,2.24,0.6,0.81152374,-4.06192642,0.85361998,8.76235936,12279000000,-1.23863911,10.07782674,116445000000,-9.49155907,19.1505,4.93,-33.40654514,17.13630327,19.9496,-6.13940577,4.24669,295.46473951,291.20979484,287.76656664,272.25288775,-23.31846897,6.8517258,6.97941819,-49.66777409,25.20661157,-6.24448367,15.02996696,15.25320718,-6.45794586,9053000000,2434000000,0.87028595,10.58609723,-2.71346255,66.25648455,39634000000,-18.87579068,5643000000,-34.50264296,7.06991359,-15.76550103,9.36861853,9.41704036,15.02996696,15.25320718,,,19.55552039,1.36486155,1.44679034,1.0388103,2023-04-21,54.67303553,59.25326682,,,10.9284305,,15.9992186,2.52076525,204874.14965986,0.60656901,4.32251589,1.94072338,202296296.85,295.524,297.353,283.77,270.6276,3.3423988,52711000000,0.52061482,0.96345388,9.45923869,13541000000,40572000000,0.92537313,2.75034189,52511000000,52479000000,60233000000,275190000,2023-07-27,1.53176616,1.82995802,1.66229738,294.50666667,291.076097,22.3734845,-1.56437225,69.3814433,291.183,281.3156,250.45305,14.27093086,-653000000,282.54911912,295.0633822,19.4353
ETN,"Eaton Corporation, PLC",203.06,2.31784743,4.6,Buy,1629127,330810528.62,80939716266,31.67665044,6.4424,91924,Producer Manufacturing,Electrical Products,203.15,185.55,0.88622415,203.15,156.8,28.53525763,166.65791202,203.15,150.86,26.21045435,203.15,122.5,203.15,0.860839,1718072,2289282.43333333,2025245.56666667,2135765.66666667,555000000,524000000,294000000,235000000,0.97463948,2.31784743,Ireland,0.53080406,1.50123213,6.57894737,3.24,0.86,1.6940806,10.62763713,-6.5647482,14.42731278,4328000000,11.86353063,20.72867751,77395700000,15.06200127,6.1427,1.88,-11.55896069,20.31722054,6.4104,16.13043478,2.106883,200.02625915,195.04888289,191.50889771,177.56426732,21.85138539,9.32440247,10.36368736,-78.60798362,386.30136986,61.35371179,33.27872012,33.74158564,9.35866983,6906000000,1884000000,2.33568713,19.84732824,13.08162306,56.59031071,8738000000,14.78544776,2461000000,-11.51178918,19.92481203,15.7348963,11.85909792,11.99981301,15.61777178,15.80029918,4.74100625,4.63864444,36.68269283,3.8016796,3.92186045,0.90915065,2023-05-02,70.80551659,67.39813793,3.20451041,3.17408377,7.25910216,15.06941795,10.19844659,5.72651314,225751.70793264,1.83878158,13.21494941,8.15511401,397664884.4,199.76,198.723,191.47866667,175.2546,2.90063773,35517000000,1.43656823,0.87764145,2.26870297,9138000000,9262000000,0.22724813,-6.9052166,17940000000,18033000000,20752000000,398600000,2023-08-01,2.35749472,1.85688624,1.63487493,201.71666667,195.29548604,28.45394737,1.65707134,57.34986439,195.9145,182.9958,164.7825,14.27169035,-1299000000,185.93618453,198.55482463,6.1751
MO,"Altria Group, Inc.",44.95,-2.24010439,-1.03,Sell,11674716,524778484.2000001,80237529169,14.4362013,3.1175,6300,Consumer Non-Durables,Tobacco,46.34,43.34,0.31736326,48.04,43.34,0.6718925,-22.88557214,48.11,42.72,-2.66349069,48.11,40.35,77.79,0.063936,8207092.9,8175612.86666667,7503087.58333333,8168080.75555556,4045000000,3943000000,4045000000,3943000000,-0.77262693,-2.24010439,United States,,0.78198119,4.54545455,3.68,0.94,8.36485,35.18410286,-23.81946256,-0.94979647,13170000000,8.51116421,7.72448969,101185000000,138.70460502,3.1879,1.18,-33.43329335,-7.11363214,3.1137,89.62850183,1.304845,45.48643949,45.04417138,45.02857263,45.35895127,-2.24623604,38.91627997,38.53237689,14.36938696,-3.33333333,-3.65971886,87.79969064,73.22605661,29.81703831,18164000000,3329000000,-24.61503623,-1.30447673,7.34688077,74.43977991,21444000000,133.40097403,5751000000,-33.58153388,-8.74680307,86.12408272,27.7987239,27.04536642,77.17034029,62.73749515,,,10.09820126,3.89107697,3.91965391,0.64509075,2023-04-27,45.48071267,49.25819173,0.78306265,,14.48203371,,25.46956661,-2.00369476,3283809.52380952,-6.29549479,-1.16206682,-1.98574822,1782796204.72,45.784,45.229,44.77533333,45.6172,-6.50001265,36826000000,-0.34637658,-8.47272275,-4.86378548,7152000000,25387000000,-4.84632684,-9.07886255,40877000000,40652000000,20688000000,1785040000,2023-08-01,3.52467271,1.39633616,1.74876934,45.29833333,44.75731972,-1.70566368,-0.53109095,8.86413175,44.7785,45.2754,45.3715,34.8730128,-6599000000,45.13506617,45.27244491,3.1879
