Ticker,Description,Price,Change %,Change,Technical Rating,Volume,Volume*Price,Market Capitalization,Price to Earnings Ratio (TTM),Basic EPS (TTM),Number of Employees,Sector,Industry,1-Month High,1-Month Low,1-Year Beta,3-Month High,3-Month Low,3-Month Performance,5Y Performance,6-Month High,6-Month Low,6-Month Performance,52 Week High,52 Week Low,All Time High,All Time Low,Average Volume (10 day),Average Volume (30 day),Average Volume (60 day),Average Volume (90 day),Cash and short term investments (FY),Cash and short term investments (MRQ),Cash & Equivalents (FY),Cash & Equivalents (MRQ),"Change 1M, %","Change 1W, %",Country,Debt to Equity Ratio (MRQ),Current Ratio (MRQ),Dividends per share (Annual YoY Growth),Dividends per Share (FY),Dividends per Share (MRQ),Dividend Yield Forward,EBITDA (Annual YoY Growth),EBITDA (Quarterly QoQ Growth),EBITDA (Quarterly YoY Growth),EBITDA (TTM),EBITDA (TTM YoY Growth),Enterprise Value/EBITDA (TTM),Enterprise Value (MRQ),EPS Diluted (Annual YoY Growth),EPS Diluted (FY),EPS Diluted (MRQ),EPS Diluted (Quarterly QoQ Growth),EPS Diluted (Quarterly YoY Growth),EPS Diluted (TTM),EPS Diluted (TTM YoY Growth),EPS Forecast (MRQ),Exponential Moving Average (5),Exponential Moving Average (20),Exponential Moving Average (30),Exponential Moving Average (100),Free Cash Flow (Annual YoY Growth),Free Cash Flow Margin (FY),Free Cash Flow Margin (TTM),Free Cash Flow (Quarterly QoQ Growth),Free Cash Flow (Quarterly YoY Growth),Free Cash Flow (TTM YoY Growth),Gross Margin (FY),Gross Margin (TTM),Gross Profit (Annual YoY Growth),Gross Profit (FY),Gross Profit (MRQ),Gross Profit (Quarterly QoQ Growth),Gross Profit (Quarterly YoY Growth),Gross Profit (TTM YoY Growth),Money Flow (14),Net Debt (MRQ),Net Income (Annual YoY Growth),Net Income (FY),Net Income (Quarterly QoQ Growth),Net Income (Quarterly YoY Growth),Net Income (TTM YoY Growth),Net Margin (FY),Net Margin (TTM),Operating Margin (FY),Operating Margin (TTM),Price to Book (FY),Price to Book (MRQ),Price to Free Cash Flow (TTM),Price to Revenue Ratio (TTM),Price to Sales (FY),Quick Ratio (MRQ),Recent Earnings Date,Relative Strength Index (7),Relative Strength Index (14),Research & development Ratio (FY),Research & development Ratio (TTM),Return on Assets (TTM),Return on Equity (TTM),Return on Invested Capital (TTM),Revenue (Annual YoY Growth),Revenue per Employee (FY),Revenue (Quarterly QoQ Growth),Revenue (Quarterly YoY Growth),Revenue (TTM YoY Growth),Shares Float,Simple Moving Average (5),Simple Moving Average (10),Simple Moving Average (30),Simple Moving Average (100),Total Assets (Annual YoY Growth),Total Assets (MRQ),Total Assets (Quarterly QoQ Growth),Total Assets (Quarterly YoY Growth),Total Debt (Annual YoY Growth),Total Current Assets (MRQ),Total Debt (MRQ),Total Debt (Quarterly QoQ Growth),Total Debt (Quarterly YoY Growth),Total Liabilities (FY),Total Liabilities (MRQ),Total Revenue (FY),Total Shares Outstanding,Upcoming Earnings Date,Volatility,Volatility Month,Volatility Week,Volume Weighted Average Price,Volume Weighted Moving Average (20),YTD Performance,Weekly Performance,Yearly Performance,Simple Moving Average (20),Simple Moving Average (50),Simple Moving Average (200),Pretax Margin (TTM),Dividends Paid (FY),Exponential Moving Average (50),Exponential Moving Average (10),Basic EPS (FY)
IBM,International Business Machines Corporation,132.9,0.62083586,0.82,Neutral,2369425,314896582.5,120679229467,67.69559902,2.0234,311300,Technology Services,Information Technology Services,139.469,129.18,0.7229973,139.469,120.55,1.77668862,-2.42063995,147.18,120.55,-8.34482759,153.21,115.545,206.219898,8.984511,3198911.5,4654762.23333333,4526909.21666667,4806507.35555556,8841000000,17592000000,7989000000,9535000000,-0.68006875,0.62083586,United States,2.8548417,1.12693189,0.61068702,6.59,1.65,4.996238,-6.48065476,-43.98888117,-5.28789659,12857000000,-11.59928493,12.82034918,164472000000,-71.69995589,1.7966,1.36,-65.87722558,25.27908708,1.9632,-67.76936842,2.016518,132.81698268,132.81847914,132.22411395,131.17548292,-15.32513508,15.0156947,15.83751486,-2.33408324,17.05426357,3.37211808,51.71320007,53.18896078,1.59688413,31302000000,7406000000,-20.88452088,2.68996118,-4.51016417,37.10547213,44084000000,-71.44349643,1640000000,-65.79335793,26.46657572,-66.79347826,2.94564679,3.39033408,12.82834958,13.59434834,5.4875881,5.58596758,12.71304196,2.01342991,2.00298296,1.07521053,2023-04-19,49.01184438,51.74638324,10.35519577,10.79988116,1.53908404,10.10478674,2.82381407,5.54305941,194442.65981369,-14.60754943,0.38740579,-9.91762572,907309483.55,133.01,132.836,133.03633333,129.1341,-3.60451815,133637000000,5.02503085,0.27161883,-2.04388828,34927000000,61676000000,14.18732527,7.17500478,105222000000,111964000000,60530000000,908045000,2023-07-19,1.02889252,1.28098758,1.42756014,132.54833333,133.83711851,-5.81148122,-0.38974666,-5.58397272,134.0505,129.6604,133.1553,2.64888419,-5948000000,131.31075808,132.98391581,1.8157
GE,General Electric Company,110.53,2.08737416,2.26,Strong Buy,4633206,512108259.18,120362743152.99998,14.83026969,7.5178,172000,Producer Manufacturing,Industrial Machinery,110.73,102.6395,1.1912605,110.73,93.47,16.95058724,32.14079128,110.73,75.67,45.77947771,110.73,46.82046,363.024444,3.750215,4324607.7,5336116.6,5470086.85,6410032.05555556,24871000000,24815000000,17262000000,12001000000,0.61902594,2.08737416,United States,0.77416909,1.251344,0,0.32,0.08,0.28951415,1.09845948,-58.62884161,-27.13393477,6810000000,-11.91307722,17.80113703,105736000000,91.18889559,-0.2336,0.27,268.80123233,785.30975261,7.453,59724,0.461314,108.81833901,106.73918658,105.68972508,97.01866123,118.29971182,5.93566755,6.62388544,-113.1669114,39.95535714,41.01236698,27.79903619,27.646582,3.14483694,21286000000,3790000000,-41.27672761,-17.85869094,-1.40682212,70.79471776,-311000000,101.08451758,29000000,259.09090909,832.19512195,334.78737997,1.13489441,10.6376655,5.22782777,5.73358552,3.31075641,3.80305063,24.73004487,1.63808984,1.58207259,0.91512547,2023-04-25,69.87146661,65.02863307,3.67371459,3.51526614,4.41822166,22.28795448,12.67679329,3.23159058,445180.23255814,-33.58250023,-14.98591219,-0.35002693,1082559093.12,108.62,107.711,105.694,97.461,-5.57438378,164472000000,-12.41612883,-14.32009627,-8.65038256,60286000000,24504000000,-29.47068474,-32.52003415,150074000000,131650000000,76571000000,1088960000,2023-07-25,2.27000092,1.67105288,1.72198238,109.87666667,106.40808248,68.52255183,1.3478819,125.25954983,106.5225,103.8748,81.55324631,11.38881383,-639000000,103.4116541,107.9381153,-0.2336
AMGN,Amgen Inc.,224.73,2.78069975,6.08,Buy,2501725,562212659.25,120079214338.00002,15.27258641,14.8081,25200,Health Technology,Biotechnology,231.9499,215.32,0.5390866,252.71,211.71,-10.61570281,17.35248042,273.83,211.71,-18.56723557,296.67,211.71,296.67,0.078124,2396016.9,2776777.1,2383913.36666667,2422723.22222222,9305000000,31561000000,7629000000,31560000000,1.22061076,2.78069975,United States,11.51738968,3.14477664,10.22727273,7.76,2.13,3.7912164,0.36653386,-9.48022229,-16.44538322,12235000000,-5.10354456,12.26916341,160096000000,17.75876319,12.1109,3.98,76.13488543,97.12931163,14.7146,44.96285934,4.489612,222.9816796,223.71843522,224.53331209,233.22594182,4.82042716,33.66932393,29.03909925,-68.81766999,-63.52583587,-10.52631579,75.44841331,74.68574073,0.78328982,19686000000,4333000000,-13.51297405,-6.8172043,-2.03328107,31.52232392,30034000000,11.18275921,6552000000,75.80445545,92.4796748,38.33653678,25.11114518,30.52749287,35.77724973,33.66622966,32.77949651,22.45198494,16.05427433,4.66201666,4.65962479,2.7922617,2023-04-27,53.87005533,50.77415158,16.99371455,17.47898512,10.7047243,252.77777778,15.36759354,0.40404818,1035396.82539683,-10.41882492,-2.54387377,-1.37663523,533119955.3070001,223.45,222.908,222.36633333,232.54105,6.46775116,88720000000,36.23869412,49.87499155,16.66029018,44703000000,61595000000,55.38597376,67.13246866,61460000000,83372000000,26092000000,534327000,2023-08-03,2.87727002,1.81649391,2.18073418,222.74666667,224.48689554,-13.85364358,1.59124814,-9.43784002,223.9985,225.918,247.1377,35.13919951,-4196000000,226.9947229,223.31180328,12.1784
DE,Deere & Company,407.09,0.44660482,1.81,Strong Buy,1005476,409319224.84,119355599082,13.66394791,29.9463,82200,Producer Manufacturing,Trucks/Construction/Farm Machinery,418.38,377.98,1.0316249,418.38,345.55,7.74137201,188.98275005,445.1416,345.55,-7.42484195,448.3999,288.34,448.3999,1.161447,1362484.4,1713244.13333333,1769330.63333333,1725916.67777778,5508000000,6123000000,4774000000,5267000000,0.46891582,0.44660482,United States,2.60741237,0.76335878,20.77562327,4.36,1.25,1.2282296,7.60088447,31.14436132,46.30602782,14715000000,45.10403313,11.67051302,164459000000,22.59404752,23.2811,9.65,47.27464273,41.65357222,29.793,55.44795705,8.206123,405.32706925,400.17888654,395.88841519,392.33319295,-82.29692965,1.73490764,3.45705907,104.76190476,292,54.87987988,29.21538755,34.71302891,12.87616805,15341000000,6599000000,35.75396009,46.61186403,54.12946429,56.61857621,52270000000,19.58745598,7131000000,45.9928535,36.32030505,50.37808772,13.58027042,14.99622958,18.6326414,21.37913699,6.00271729,5.32956393,58.50808774,2.02265915,2.37462706,0.5022847,2023-05-19,58.25565729,59.38313946,3.6412112,3.51738584,9.81002598,43.33761108,16.36657919,19.67272893,638807.78588808,37.36767262,30.3545993,30.6484806,273225917.992,404.936,405.64,390.36066667,392.27,7.03331193,98347000000,7.34228334,16.94193748,7.2087244,28400000000,58393000000,6.6052031,19.49617321,69673000000,75846000000,52510000000,293192000,2023-08-18,1.69308088,1.93540653,1.61192766,405.91833333,404.00796881,-4.88551402,1.20826393,33.60354447,403.9275,383.249,398.6493,19.71679933,-1313000000,392.12736617,404.73926162,23.4187
ISRG,"Intuitive Surgical, Inc.",340.27,2.71061608,8.98,Buy,2036669,693017360.63,119229947867.99998,93.1557478,3.7114,12120,Health Technology,Medical Specialties,344.08,312,1.4468101,344.08,261.42,31.07473035,104.6820968,344.08,222.65,30.17712996,344.08,180.07,369.69,0.666665,1394501.6,1501328.06666667,1591566.61666667,1570661.55555556,4122200000,4693400000,1581200000,2143000000,-0.48838978,2.71061608,United States,0,5.26005813,,0,0,,-9.68662301,0.33423856,-2.35820289,1931300000,-9.76498622,59.34502556,86330400000,-21.61205176,3.6528,1.23,9.65827931,0.1003009,3.6527,-18.61185383,1.328571,335.23369958,328.44709049,323.4356882,294.58465297,-44.7894464,15.40291215,15.67169981,-40.93937375,38.62392494,-30.24640089,67.29774035,66.73301507,6.27649044,4187399999.999999,1111400000,0.22544864,10.32360532,6.03118128,61.8971835,-4693400000,-22.42754899,1322300000,9.35672515,-2.81728665,-20.18979257,21.2513259,20.40213352,25.34634052,24.20576298,10.78568759,10.62879405,120.19857115,18.83715925,19.7964932,4.5360257,2023-04-18,67.2816974,66.39010085,14.08344316,14.16175533,9.8160978,11.25214408,11.25214408,8.96831929,513382.83828383,2.48942598,14.01492236,8.88971671,347926292.508,334.324,334.021,322.2925,282.94705,-4.28624124,13053200000,0.61045167,-4.57071002,7.81609195,6877000000,0,-100,,1861400000,1759000000,6222200000,350398000,2023-07-20,2.95802958,1.62208765,1.63610966,338.25,328.90990513,26.21758967,0.1029654,65.13952924,328.46025,315.3107,262.927125,25.28807128,0,313.55548112,333.29166702,3.7175
AMAT,"Applied Materials, Inc.",140.56,0.70932149,0.99,Buy,6364392,894578939.52,118034897628,18.53839965,7.6221,33000,Producer Manufacturing,Industrial Machinery,146.69,134.8425,1.6391011,146.69,109,19.79885792,203.84781669,146.69,106.09,31.75853018,146.69,71.12,167.06,0.011719,5465431.4,5932460.43333333,5832041.11666667,6073356.15555556,2581000000,5098000000,1995000000,4588000000,-2.75356303,0.70932149,United States,0.43329323,2.25803583,8.5106383,1.02,0.32,0.91064316,7.21812434,-1.79003387,1.95881467,8176000000,-1.24411161,14.56199824,96760400000,16.12455127,7.4401,2,-8.05478639,6.89853406,7.5821,1.17425708,1.737255,141.17589566,139.72327165,137.32561262,125.57064575,-3.39338081,17.95600545,22.2913368,2.72314675,893.65853659,13.49328215,46.29939653,46.10570761,9.20110193,11892000000,3080000000,-1.34529148,5.8783087,4.09396544,55.52065946,1024000000,10.81861413,6525000000,-8.27023879,2.5390625,-3.95204263,25.40393226,24.46279122,29.96301343,29.01304381,9.72876971,8.35408581,20.13433452,4.48821232,4.79934281,1.50336679,2023-05-18,47.60798482,55.17138672,10.81175784,11.21541129,23.79058129,50.48234013,34.7991634,11.38817815,778333.33333333,-1.45963658,6.1787835,6.96399048,836334268.1919999,141.648,142.739,138.68133333,123.5666,3.48886738,29092000000,4.05236239,14.27000275,1.32104989,17773000000,6122000000,0.06538084,4.64957265,14532000000,14963000000,25685000000,839747000,2023-08-17,1.65354331,2.15619509,1.82495536,140.71333333,140.82494746,40.88403328,-2.4024441,56.80499777,140.785,130.5196,111.54565,28.45510066,-873000000,132.96722107,141.37848767,7.4914
LMT,Lockheed Martin Corporation,460.38,0.36406444,1.67,Buy,718374,330725022.12,116592409385,21.04767478,21.963,116000,Electronic Technology,Aerospace & Defense,467.17,445.89,0.5222073,508.1,439.7,-7.25250816,52.95016611,508.1,437.62,-0.64527268,508.1,373.67,508.1,16.375,723182.8,932840.13333333,984184.95,1132836.82222222,2547000000,2440000000,2547000000,2440000000,0,0.36406444,United States,1.61725067,1.30396891,7.54716981,11.4,3,2.6065423,-3.3170825,-15.98157335,5.94280608,9905000000,-2.32718667,13.09968797,134500000000,-4.8412036,21.6629,6.43,-10.76436735,2.60656145,21.8732,-3.39161967,6.448832,460.1259289,458.53871131,458.52944329,462.41906615,-20.35329264,9.29316198,9.46391316,2.8340081,11.2084063,-15.10713317,15.77655189,12.85792036,-1.76465037,10410000000,2046000000,-14.14183802,7.17653222,-3.17622951,52.59706665,13160000000,-9.23198733,5732000000,-11.66317992,-2.5389498,-8.4205442,8.68695441,8.59915944,13.20016974,12.85792036,12.61995855,12.12279843,18.80497859,1.77968684,1.84615282,1.09957602,2023-04-18,53.96447002,52.43241221,2.57638215,,10.71872762,57.8990228,24.58187476,-1.58105125,568827.5862069,-20.35174556,1.08259824,0.60228137,253101807.95900005,461.214,457.95,456.53233333,467.8127,3.94511824,54622000000,3.29425113,6.04154533,19.96252522,22144000000,15600000000,-6.2837919,33.96307428,43614000000,44976000000,65984000000,253253000,2023-07-25,0.99115817,1.21307592,0.89431798,460.34,458.03769223,-4.76013157,0.0826087,8.18724444,458.4655,455.9834,463.36015,9.99758111,-3016000000,459.98858899,459.44377636,21.7368
NOW,"ServiceNow, Inc.",565.6,2.28218019,12.62,Buy,1177132,665785859.2,115212713301,287.74928775,1.9719,20433,Technology Services,Packaged Software,576.68,532.13,1.944672,576.68,427.68,21.37078603,208.68307592,576.68,395.845,46.97780781,576.68,337,707.6,22.62,946012.1,1401201.33333333,1570898.95,1509227.87777778,4285000000,4921000000,1475000000,1859000000,0.64594195,2.28218019,United States,0.39964286,1.10085055,,0,0,,8.0620155,-5.40540541,48.48484848,784000000,24.05063291,143.53279758,92242100000,41.04761064,1.5968,2.37,-0.62254703,98.56679286,1.9656,78.9186237,2.04732,559.34568112,550.44066897,541.93934847,495.72405058,20.7893274,29.99309869,28.08767555,-27.60314342,-4.28571429,9.79989738,78.28847481,78.39611498,24.85141977,5672000000,1658000000,9.00723208,22.54249815,23.63899814,46.62423836,-2683000000,41.30434783,325000000,0,100,79.37219731,4.48585231,5.25003281,4.89993099,5.48628429,22.80407006,20.57774119,53.98652,15.16355858,15.88949565,1.10085055,2023-04-26,62.72642159,61.23037811,24.40303658,24.16327602,3.25110741,8.33593831,5.8097313,22.87991859,354573.48406989,8.04123711,21.71893148,21.76762027,202597779.3,560.608,553.969,550.385,482.4062,23.16169661,13614000000,2.36859914,23.84244519,0.81300813,6342000000,2238000000,0.2688172,1.40462166,8267000000,8014000000,7245000000,203700000,2023-07-26,2.32730561,2.07699421,2.10542512,561.48333333,554.6597285,43.16087881,0.84692877,15.59843035,554.055,516.4586,442.40885,6.58879118,0,525.01617438,556.61358464,1.6135
MDT,Medtronic plc.,86.45,0.65199674,0.56,Neutral,3234860,279653647,115013542381.99998,30.6701671,2.8249,95000,Health Technology,Medical Specialties,89.87,83.23,0.7667245,92.02,80.345,7.05882353,-0.09245348,92.02,76.02,8.79687893,95.6,75.765,135.89,0.129883,4173738.6,5789616.4,5890626.45,5841652.41111111,7959000000,7959000000,1543000000,1543000000,-1.87287174,0.65199674,Ireland,0.49361925,2.39476301,7.93650794,2.72,0.68,3.192597,-7.72344013,22.02868852,-0.7086286,8115000000,-8.18058384,16.34621594,138854000000,-24.38115161,2.8196,1.57,-3.57532156,-19.8877015,2.8187,-24.43163539,1.109471,86.47190658,86.63729455,86.51225278,85.21495879,-23.38574774,14.66679476,14.66679476,67.63285024,24.82014388,-23.38574774,60.53735549,60.47330835,-5.11945392,18904000000,5160000000,11.56756757,1.39516604,-5.21507805,21.84804581,17454000000,-25.43650794,3758000000,-3.59771055,-20.65948856,-25.42171066,12.03445736,12.03445736,17.64818907,17.35036987,2.23468799,2.23468799,25.15732751,3.68977359,3.68977359,1.80996575,2023-05-25,46.64664227,49.39065844,8.6335543,8.63035194,4.13128198,7.2245612,4.99993348,-1.44858928,328705.2631579,10.57331435,5.62492273,-1.44858928,1329488025.87,86.484,86.78,85.637,84.4124,-0.03627131,90948000000,-3.38453694,-0.03627131,1.71709894,21675000000,25413000000,-9.65230375,1.71709894,39283000000,39283000000,31227000000,1330410000,2023-08-22,1.09200743,1.26391399,1.01597672,86.45333333,87.13955443,10.87597794,-1.2564249,-3.53715688,86.951,87.1746,82.9455,17.18064495,-3616000000,86.11324784,86.67616436,2.826
SBUX,Starbucks Corporation,99.13,3.2066632,3.08,Neutral,9294603,921373995.39,113642631271.00002,32.13290113,3.0965,402000,Consumer Services,Restaurants,102.51,95.55,0.756832,115.48,95.55,-5.64439368,101.44279618,115.48,95.55,-6.31320291,115.48,75.73,126.32,0.320313,6302314.1,7248060.13333333,6842783.93333333,6346985.52222222,3182900000,3451200000,2818400000,3071800000,0.07066424,3.2066632,United States,,0.77245719,8.88888889,1.96,0.53,2.1386058,-1.78561824,6.85704213,12.74643521,7371800000,-3.76868351,18.2734517,141096000000,-20.03274801,2.8326,0.74,6.22809383,34.81608212,3.085,-17.41621159,0.954986,97.92508514,99.01897252,99.74409645,101.52139879,-30.39019843,12.97493197,12.46746977,-54.13168361,467.21311475,-18.3457052,19.5768936,19.79810648,-4.36252293,6309300000,1751200000,4.44948109,28.49071832,-1.58774292,31.65099502,21058100000,-21.85364227,3281600000,6.2090739,34.66271312,-19.36164421,10.18235526,10.46472604,13.27187596,13.24495708,,,26.98161771,3.36392503,3.5633932,0.55313644,2023-05-02,54.8210674,48.39793053,0,,12.33617616,,27.65625547,10.90719507,80169.90049751,0.11371599,14.18278049,8.44555119,1116180896,97.798,98.229,98.96033333,102.9115,-10.8758115,28609000000,1.24893386,-1.42136003,0.84600362,7046200000,24509300000,2.89853856,-1.63939032,36677100000,37108400000,32228300000,1146400000,2023-08-01,3.61633586,1.47039271,1.97662878,98.29666667,99.19885716,-1.4220366,0.40514535,25.9753463,99.2105,102.1284,100.035325,13.65386653,-2263300000,100.86757753,98.30164547,2.8454
BX,Blackstone Inc.,93.37,1.5885105,1.46,Strong Buy,1984551,185297526.87,112190920796,112.84747401,0.8276,4695,Finance,Investment Managers,95.33,87.4,1.937965,95.33,79.92,13.87974143,161.98092031,102.04,76.19,12.92936623,110.895,71.72,149.78,3.482745,2533165.6,3601472.16666667,3792602.3,4544657.06666667,4493715000,3021293000,4493715000,3021293000,0.43024632,1.5885105,United States,1.88240683,,38.37535014,4.94,0.91,4.1769304,-72.34404625,-53.82103113,-89.87207506,1013939000,-92.45833724,132.2963766,87534700000,-71.00161054,2.3587,0.97,-84.69836197,-93.06033702,0.8274,-88.72106655,0.936106,92.67801126,90.93123306,89.94140425,88.00049497,267.50426981,6.99401111,4.3080841,-168.48147404,-272.89212974,158.64047364,98.77371056,98.89270362,7.99373095,13449063000,2588234000,17.77290995,-31.09191077,-12.15248331,55.22240075,10326547000,-70.16369217,1747631000,-84.61748056,-92.94816061,-88.42428064,12.8350948,4.93701229,27.15273573,7.62716268,14.7131588,15.9103147,129.57441239,5.58217465,5.08090584,,2023-04-20,62.1480921,60.46147064,,,1.46053589,7.36166455,3.09957418,8.14096189,2900113.95101171,18.76482527,-29.84752011,-11.70257812,699529000.775,92.994,92.215,89.59966667,87.2924,3.22314266,41086439000,-3.3811032,-5.20864465,54.47223008,,13347840000,-0.84051817,33.46748236,22843160000,22274810901,13616035000,1201573659,2023-07-20,2.62094572,2.22820183,2.34776696,92.97,91.09085312,21.57552083,0.1716554,-3.50351385,91.085,87.2146,87.074,5.91934778,-6518785000,88.75512127,92.1398695,2.3596
SYK,Stryker Corporation,295.3,0.35001869,1.03,Buy,688268,203245540.4,112098283330.00002,42.97648155,6.94,51000,Health Technology,Medical Specialties,306.93,276.55,1.1983314,306.93,267.76,1.84163333,70.27042611,306.93,248.8,12.28136882,306.93,188.84,306.93,0.070989,884725.2,1246939,1271377.4,1257612.93333333,1928000000,1757000000,1844000000,1671000000,-3.20888918,0.35001869,United States,0.80260432,1.73116263,9.67117988,2.835,0.75,1.0159161,-2.5800903,-23.55802641,19.695321,4712000000,3.42405619,26.29483942,121195000000,18.28482687,6.1695,2.14,4.90255992,83.0450237,6.8712,30.46251994,2.379737,296.30166593,294.34593747,292.26507573,281.00417895,-25.63915267,11.0358285,11.96179823,-61.34969325,275,-7.58255198,59.96530977,59.69818489,3.30563078,11063000000,2883000000,-7.14975845,11.26978001,4.53663494,64.11911317,11803000000,18.25476429,2358000000,5.15097691,83.28173375,30.37220844,12.78118055,13.8613339,19.15008944,19.517729,6.73026651,6.63485471,49.91573004,5.97081891,6.11760312,0.99249915,2023-05-01,46.69784637,54.52628788,7.88118597,7.2815534,7.2005153,16.44907799,8.99349538,7.83843816,361745.09803922,-8.15071126,11.76608187,8.73207114,354855280.752,296.124,298.335,288.61766667,282.8744,6.50573186,36830000000,-0.14640495,1.91770208,4.84458569,10155000000,13560000000,0.25136774,-7.11056309,20268000000,19935000000,18449000000,379608000,2023-08-03,1.10155373,1.51605825,1.19333637,295.6,295.08636763,19.4241113,-2.52195154,46.74750286,295.018,287.9426,258.91325,15.7028282,-1051000000,289.17426138,296.64541529,6.2348
T,AT&T Inc.,15.27,-2.17809097,-0.34,Sell,45305500,691814985,109165233273,,-1.3026,160700,Communications,Wireless Telecommunications,16.23,15.22,0.6935483,19.99,14.85,-22.05206738,-37.24823969,20.5,14.85,-21.57164869,20.86,14.46,45.23938739,3.45935566,31306052.9,40931244.76666667,39962006.65,36310927.97777778,3740000000,2861000000,3702000000,2822000000,-4.26332288,-2.17809097,United States,1.60395791,0.42101462,-46.63461538,1.11,0.2775,7.269155,-5.77277799,2.84332689,-7.8589377,41870000000,-15.20171743,6.56033516,309391000000,-144.66696009,-1.2178,0.6,117.27394182,-12.42302956,-1.3661,-157.72172223,0.601828,15.64689894,15.8270976,15.97387323,17.08906141,-53.06477871,10.26743194,11.35283243,0.55793991,138.1097561,-32.96296296,42.96138014,43.3563317,-7.00442819,51872000000,13177000000,0,-12.20600973,-18.12160035,39.61929753,156566000000,-142.44808525,-8524000000,117.97848365,-12.0997921,-152.51138919,-6.90983179,-7.35342665,19.34471306,19.54311369,1.1162909,1.09832173,8.29659639,0.94189869,0.90627724,0.37301806,2023-04-20,27.18474095,35.76793048,1.02367878,,-1.82195921,-6.63855278,-2.91312607,-9.9203211,751344.11947729,-3.84136809,-20.90539299,-25.67748267,7139391744,15.788,15.812,15.748,17.5509,-26.96937396,400873000000,-0.49149442,-30.54808167,-20.57924457,24482000000,159427000000,0.75904087,-31.63976743,296396000000,292527000000,120741000000,7149000000,2023-07-26,2.56241787,1.44973568,1.54723905,15.345,15.79875606,-17.50405186,-4.26332288,-27.04252269,15.8085,16.2004,17.87065,-3.2318764,-9859000000,16.35841522,15.7431139,-1.2178
SCHW,Charles Schwab Corporation (The),57.83,1.83130833,1.04,Buy,8258896,477611955.68,105252679829,15.77339552,3.6825,35300,Finance,Investment Banks/Brokers,58.095,52.51,1.076068,58.095,45.65,12.18234724,13.61493124,84.51,45,-32.40210403,86.63,45,96.24,0.126204,10645575.4,12303337.5,15690953.15,24000353.46666667,71439000000,75279000000,40195000000,49162000000,2.02893437,1.83130833,United States,1.99980741,,16.66666667,0.84,0.25,1.7292062,21.76914779,-7.40508315,30.86474501,12078000000,31.32543221,9.26077826,103083000000,23.98513537,3.5032,0.93,-14.40032915,24.0423312,3.6663,32.71193803,0.723976,56.94702118,55.51468614,54.97794028,58.23021941,-57.39130435,8.78647958,-39.80134948,-26.89311312,-155.13879485,-143.29610212,85.77576545,84.78689074,14.19874664,19134000000,5075000000,-2.3287144,19.80642115,21.14371257,53.7071882,-2592000000,22.68146883,7183000000,-18.54674797,14.33666191,27.90576823,32.2006545,30.94589498,45.00829336,45.35434391,3.87423962,3.7646921,,4.46430829,4.9101188,,2023-04-17,67.39563477,63.03407662,,,1.21397252,17.488306,8.59049159,17.42998526,631926.34560907,0.84006974,32.32113145,25.68343429,1655890272.04,56.998,56.322,54.889,57.4256,-16.92897927,535552000000,-3.38367839,-21.3522285,57.37014696,,72687000000,86.99063593,178.41958096,517700000000,499205000000,22307000000,1769140000,2023-07-18,2.1019443,2.18037886,2.06142525,57.63666667,55.11350221,-30.8005265,2.1009887,-9.80973175,55.274,53.0018,67.69065,40.48028163,-2110000000,55.04900221,56.36925424,3.5199
GS,"Goldman Sachs Group, Inc. (The)",316.47,0.41247581,1.3,Sell,1775924,562026668.2800001,105209847321,11.26881429,28.5407,48500,Finance,Investment Banks/Brokers,347.73,310.56,1.196727,347.73,310.56,-2.93819966,41.68606734,379.68,301.8731,-11.81486332,389.5781,277.84,426.1582,47.41,2422216.4,2505108.03333333,2288123.56666667,2438636.45555556,,,,,-1.88193712,0.41247581,United States,4.84850522,1.22739826,38.46153846,9,2.5,3.1598573,,,,,,,687781000000,-49.4357092,30.0586,8.79,164.51341019,-18.36533727,28.0837,-45.49658913,5.311672,317.14196826,321.89174231,323.64307627,331.02315891,-223.93831024,-64.64221466,78.79123507,205.6165553,6817.54498715,569.82666381,,,,,,,,,33.86764682,561543000000,-47.95008089,11261000000,143.89140271,-17.89794364,-43.66527911,16.7422429,13.28584194,20.9066175,16.34425384,0.99535808,0.98634815,1.77591628,1.39926637,1.68489774,,2023-04-18,42.11459092,43.19249864,,,0.67498138,9.07075464,2.9368355,4.57082446,1386824.74226804,8.20229494,93.11286408,37.21978515,330802382.4,318.26,317.64,325.71533333,331.424,-1.5156545,1538349000000,6.69649514,-3.21446345,-12.91339349,965755000000,569743000000,22.45295793,4.42599364,1323961000000,1420219000000,67261000000,332448000,2023-07-19,1.55379747,1.61196082,1.54875471,317.51666667,325.19403622,-8.40231548,-1.84237462,5.31447587,325.048,326.3702,339.50925,16.1391011,-3682000000,326.13783543,318.96094006,30.5709
